trade_idx,id,source,coin,direction,entry_time,pnl_usd,win,macro,ema_4h,coin_wr,entry_dist,rsi_ok,ob_confirms,funding_contrarian,score,n_valid_factors
199,143,okx,BTC,LONG,2026-04-16 02:15:49.135525+00:00,14.063800000000219,1,1,1.0,0.0,1,1.0,,,4,5
200,351,fortix,PENDLE,SHORT,2026-04-16 05:36:03.687850+00:00,-25.90817718,0,0,0.0,1.0,1,1.0,0.0,1.0,3,5
201,350,fortix,CRV,LONG,2026-04-16 05:36:04.698912+00:00,-14.31394403,0,1,1.0,0.0,1,1.0,1.0,0.0,4,5
202,349,fortix,BNB,SHORT,2026-04-16 05:36:05.860437+00:00,12.419999999999959,1,0,0.0,0.0,1,1.0,0.0,1.0,2,5
203,348,fortix,ETH,SHORT,2026-04-16 05:36:07.042906+00:00,15.37200000000048,1,0,0.0,1.0,1,1.0,1.0,0.0,3,5
204,144,okx,ETH,SHORT,2026-04-16 05:36:07.044092+00:00,15.37200000000048,1,0,0.0,1.0,1,1.0,,,3,5
205,347,fortix,ADA,LONG,2026-04-16 05:36:08.680608+00:00,-15.843800000000142,0,1,1.0,0.0,1,1.0,0.0,0.0,4,5
206,145,okx,ADA,LONG,2026-04-16 05:36:08.682178+00:00,-15.843800000000142,0,1,1.0,0.0,1,1.0,,,4,5
207,346,fortix,LINK,LONG,2026-04-16 05:36:10.347128+00:00,-19.6943109,0,1,1.0,1.0,1,1.0,0.0,0.0,5,5
208,345,fortix,AVAX,LONG,2026-04-16 05:36:11.658220+00:00,-9.504000000000008,0,1,1.0,1.0,1,1.0,0.0,0.0,5,5
209,146,okx,AVAX,LONG,2026-04-16 05:36:11.660056+00:00,-9.504000000000008,0,1,1.0,1.0,1,1.0,,,5,5
210,344,fortix,BTC,LONG,2026-04-16 05:36:12.644802+00:00,-16.5035805,0,1,1.0,0.0,1,1.0,0.0,1.0,4,5
211,354,fortix,LDO,LONG,2026-04-16 06:47:17.619933+00:00,84.5816418,1,1,1.0,0.0,1,1.0,1.0,0.0,4,5
212,359,fortix,POL,SHORT,2026-04-16 08:43:29.498318+00:00,-20.81101077,0,0,0.0,0.0,1,1.0,1.0,1.0,2,5
213,358,fortix,PENDLE,SHORT,2026-04-16 08:47:34.936910+00:00,-31.50576924,0,0,0.0,1.0,1,1.0,1.0,1.0,3,5
214,365,fortix,UNI,SHORT,2026-04-16 09:13:57.896878+00:00,-16.200225,0,0,0.0,,1,1.0,0.0,1.0,2,4
215,364,fortix,ETH,LONG,2026-04-16 10:04:24.116806+00:00,-6.9959999999999125,0,1,1.0,1.0,1,1.0,0.0,1.0,5,5
216,147,okx,ETH,LONG,2026-04-16 10:04:24.121106+00:00,-6.9959999999999125,0,1,1.0,1.0,1,1.0,,,5,5
217,372,fortix,XRP,SHORT,2026-04-16 10:13:27.486423+00:00,-20.02062992,0,0,0.0,0.0,1,1.0,1.0,1.0,2,5
218,371,fortix,BNB,SHORT,2026-04-16 10:13:28.471797+00:00,-12.5217225,0,0,0.0,1.0,1,1.0,1.0,0.0,3,5
219,370,fortix,CRV,SHORT,2026-04-16 10:13:29.474229+00:00,-18.158938,0,0,0.0,0.0,1,1.0,0.0,1.0,2,5
220,369,fortix,LDO,SHORT,2026-04-16 10:13:30.458181+00:00,-37.43183268,0,0,0.0,1.0,1,1.0,1.0,1.0,3,5
221,368,fortix,LINK,SHORT,2026-04-16 10:13:31.473095+00:00,-20.96285805,0,0,0.0,1.0,1,1.0,1.0,1.0,3,5
222,373,fortix,BTC,SHORT,2026-04-16 11:15:06.549015+00:00,-13.80869175,0,0,0.0,0.0,1,1.0,1.0,0.0,2,5
223,374,fortix,AVAX,SHORT,2026-04-16 11:30:46.047521+00:00,-22.60257615,0,0,0.0,1.0,1,1.0,0.0,0.0,3,5
224,375,fortix,ADA,SHORT,2026-04-16 12:06:20.009461+00:00,-23.42384417,0,0,0.0,0.0,1,1.0,0.0,1.0,2,5
225,378,fortix,PENDLE,LONG,2026-04-16 12:13:35.278799+00:00,56.7284478,1,1,1.0,1.0,1,0.0,0.0,0.0,4,5
226,384,fortix,POL,SHORT,2026-04-16 13:58:43.468337+00:00,2.263199999999908,1,0,0.0,0.0,1,1.0,0.0,0.0,2,5
227,383,fortix,CRV,SHORT,2026-04-16 13:58:44.515660+00:00,6.200000000000005,1,0,0.0,0.0,1,1.0,1.0,1.0,2,5
228,382,fortix,LDO,SHORT,2026-04-16 13:58:45.565220+00:00,-8.678600000000076,0,0,0.0,0.0,1,1.0,1.0,1.0,2,5
229,381,fortix,PENDLE,SHORT,2026-04-16 13:58:46.616323+00:00,0.6282000000003957,1,0,0.0,1.0,1,1.0,1.0,1.0,3,5
230,379,fortix,ETH,SHORT,2026-04-16 13:58:48.777122+00:00,-0.6479999999999564,0,0,0.0,1.0,1,1.0,0.0,0.0,3,5
231,388,fortix,CRV,SHORT,2026-04-16 14:36:10.093974+00:00,-18.0832484,0,0,0.0,0.0,1,1.0,0.0,1.0,2,5
232,387,fortix,BNB,SHORT,2026-04-16 14:36:11.161892+00:00,-12.5138025,0,0,0.0,0.0,1,1.0,0.0,1.0,2,5
233,386,fortix,UNI,SHORT,2026-04-16 14:36:12.320428+00:00,-14.23824085,0,0,0.0,1.0,1,1.0,0.0,1.0,3,5
234,385,fortix,BTC,SHORT,2026-04-16 14:36:13.363656+00:00,-17.46564189,0,0,0.0,0.0,1,1.0,0.0,0.0,2,5
235,389,fortix,AVAX,SHORT,2026-04-16 14:38:19.775230+00:00,-28.12404465,0,0,0.0,1.0,1,1.0,1.0,1.0,3,5
236,390,fortix,LINK,SHORT,2026-04-16 15:08:42.330344+00:00,-12.642000000000479,0,0,0.0,1.0,1,1.0,0.0,1.0,3,5
237,148,okx,LINK,SHORT,2026-04-16 15:08:58.581191+00:00,-12.642000000000479,0,0,0.0,0.0,1,1.0,,,2,5
238,396,fortix,ADA,LONG,2026-04-16 15:53:01.895128+00:00,20.222999999999644,1,1,1.0,0.0,1,1.0,1.0,0.0,4,5
239,149,okx,ADA,LONG,2026-04-16 15:53:01.896128+00:00,20.222999999999644,1,1,1.0,0.0,1,1.0,,,4,5
240,395,fortix,SOL,LONG,2026-04-16 15:53:02.953504+00:00,5.86799999999976,1,1,1.0,0.0,1,1.0,0.0,0.0,4,5
241,150,okx,SOL,LONG,2026-04-16 15:53:02.955529+00:00,5.86799999999976,1,1,1.0,0.0,1,1.0,,,4,5
242,394,fortix,AVAX,LONG,2026-04-16 15:53:04.039778+00:00,5.03199999999984,1,1,1.0,1.0,1,1.0,0.0,0.0,5,5
243,151,okx,AVAX,LONG,2026-04-16 15:53:04.041083+00:00,5.03199999999984,1,1,1.0,1.0,1,1.0,,,5,5
244,393,fortix,LINK,LONG,2026-04-16 15:53:05.091876+00:00,9.600000000000007,1,1,1.0,0.0,1,1.0,0.0,0.0,4,5
245,152,okx,LINK,LONG,2026-04-16 15:53:05.094311+00:00,9.600000000000007,1,1,1.0,0.0,1,1.0,,,4,5
246,392,fortix,BNB,LONG,2026-04-16 15:53:06.239469+00:00,11.700000000000102,1,1,1.0,0.0,1,1.0,1.0,0.0,4,5
247,153,okx,BNB,LONG,2026-04-16 15:53:06.241843+00:00,11.700000000000102,1,1,1.0,0.0,1,1.0,,,4,5
248,399,fortix,PENDLE,LONG,2026-04-16 15:54:03.272464+00:00,2.9217999999996787,1,1,1.0,1.0,1,0.0,1.0,0.0,4,5
249,154,okx,PENDLE,LONG,2026-04-16 15:54:16.166995+00:00,2.9217999999996787,1,1,1.0,1.0,1,0.0,,,4,5
250,398,fortix,POL,LONG,2026-04-16 15:54:17.223913+00:00,2.8701000000002153,1,1,1.0,0.0,1,1.0,0.0,0.0,4,5
251,155,okx,POL,LONG,2026-04-16 15:54:17.225128+00:00,2.8701000000002153,1,1,1.0,0.0,1,1.0,,,4,5
252,397,fortix,ETH,LONG,2026-04-16 15:54:18.271129+00:00,2.3159999999998035,1,1,1.0,1.0,1,1.0,1.0,1.0,5,5
253,156,okx,ETH,LONG,2026-04-16 15:54:18.272409+00:00,2.3159999999998035,1,1,1.0,1.0,1,1.0,,,5,5
254,401,fortix,AVAX,LONG,2026-04-16 17:46:17.548162+00:00,58.71941215,1,1,1.0,1.0,1,1.0,1.0,1.0,5,5
255,422,fortix,LTC,LONG,2026-04-16 20:19:54.542482+00:00,-19.5209775,0,1,,,1,,1.0,0.0,2,2
256,157,okx,PENDLE,LONG,2026-04-17 00:15:58.859004+00:00,-23.777000000000065,0,1,1.0,1.0,1,0.0,,,4,5
257,158,okx,CRV,LONG,2026-04-17 00:15:58.859186+00:00,8.46649999999974,1,1,1.0,0.0,1,1.0,,,4,5
258,159,okx,UNI,SHORT,2026-04-17 00:15:58.859757+00:00,35.27999999999996,1,0,0.0,0.0,1,1.0,,,2,5
259,160,okx,XRP,SHORT,2026-04-17 00:15:58.860000+00:00,39.219599999999964,1,0,0.0,0.0,1,1.0,,,2,5
260,161,okx,BTC,LONG,2026-04-17 00:15:58.860076+00:00,-10.6455,0,1,1.0,0.0,1,1.0,,,4,5
261,464,fortix,NEAR,SHORT,2026-04-17 02:18:43.701250+00:00,18.972599999999954,1,0,,,1,,1.0,1.0,1,2
262,162,okx,NEAR,SHORT,2026-04-17 02:18:43.705094+00:00,18.972599999999954,1,0,,,1,,,,1,2
