coin,strategy,sl_mult,rr,hold_bars,trades,wins,wr,total_pnl,avg_pnl,pf,max_consec_loss,sharpe
BCH,FUNDING_CONTRARIAN,1.0,2.5,4,0,0,0,0,0,0,0,0
BCH,FUNDING_CONTRARIAN,1.2,1.0,1,0,0,0,0,0,0,0,0
BCH,FUNDING_CONTRARIAN,1.2,1.0,2,0,0,0,0,0,0,0,0
BCH,FUNDING_CONTRARIAN,1.2,1.0,3,0,0,0,0,0,0,0,0
BCH,FUNDING_CONTRARIAN,1.2,1.0,4,0,0,0,0,0,0,0,0
BCH,FUNDING_CONTRARIAN,1.2,1.2,1,0,0,0,0,0,0,0,0
BCH,FUNDING_CONTRARIAN,1.2,1.2,2,0,0,0,0,0,0,0,0
BCH,FUNDING_CONTRARIAN,1.2,1.2,3,0,0,0,0,0,0,0,0
BCH,FUNDING_CONTRARIAN,1.2,1.2,4,0,0,0,0,0,0,0,0
BCH,FUNDING_CONTRARIAN,1.2,1.5,1,0,0,0,0,0,0,0,0
BCH,FUNDING_CONTRARIAN,1.2,1.5,2,0,0,0,0,0,0,0,0
BCH,FUNDING_CONTRARIAN,1.2,1.5,3,0,0,0,0,0,0,0,0
BCH,FUNDING_CONTRARIAN,1.2,1.5,4,0,0,0,0,0,0,0,0
BCH,FUNDING_CONTRARIAN,1.2,1.8,1,0,0,0,0,0,0,0,0
BCH,FUNDING_CONTRARIAN,1.2,1.8,2,0,0,0,0,0,0,0,0
BCH,FUNDING_CONTRARIAN,1.2,1.8,3,0,0,0,0,0,0,0,0
BCH,FUNDING_CONTRARIAN,1.2,1.8,4,0,0,0,0,0,0,0,0
BCH,FUNDING_CONTRARIAN,1.2,2.0,1,0,0,0,0,0,0,0,0
BCH,FUNDING_CONTRARIAN,1.2,2.0,2,0,0,0,0,0,0,0,0
BCH,FUNDING_CONTRARIAN,1.2,2.0,3,0,0,0,0,0,0,0,0
BCH,FUNDING_CONTRARIAN,1.2,2.0,4,0,0,0,0,0,0,0,0
BCH,FUNDING_CONTRARIAN,1.2,2.5,1,0,0,0,0,0,0,0,0
BCH,FUNDING_CONTRARIAN,1.2,2.5,2,0,0,0,0,0,0,0,0
BCH,FUNDING_CONTRARIAN,1.2,2.5,3,0,0,0,0,0,0,0,0
BCH,FUNDING_CONTRARIAN,1.2,2.5,4,0,0,0,0,0,0,0,0
BCH,BTC_PLUS_OWN,0.5,1.0,1,996,429,43.1,-143.54,-0.1441,0.754,14,-0.1223
BCH,BTC_PLUS_OWN,0.5,1.0,2,890,399,44.8,-123.72,-0.139,0.793,12,-0.1062
BCH,BTC_PLUS_OWN,0.5,1.0,3,875,399,45.6,-133.78,-0.1529,0.783,12,-0.1137
BCH,BTC_PLUS_OWN,0.5,1.0,4,865,399,46.1,-124.25,-0.1436,0.797,12,-0.106
BCH,BTC_PLUS_OWN,0.5,1.2,1,996,414,41.6,-116.96,-0.1174,0.803,14,-0.0942
BCH,BTC_PLUS_OWN,0.5,1.2,2,876,362,41.3,-120.99,-0.1381,0.805,12,-0.0986
BCH,BTC_PLUS_OWN,0.5,1.2,3,855,358,41.9,-147.33,-0.1723,0.773,12,-0.1192
BCH,BTC_PLUS_OWN,0.5,1.2,4,842,353,41.9,-139.41,-0.1656,0.784,12,-0.1137
BCH,BTC_PLUS_OWN,0.5,1.5,1,996,399,40.1,-107.7,-0.1081,0.821,14,-0.0827
BCH,BTC_PLUS_OWN,0.5,1.5,2,858,334,38.9,-105.9,-0.1234,0.832,12,-0.0821
BCH,BTC_PLUS_OWN,0.5,1.5,3,827,317,38.3,-132.39,-0.1601,0.801,12,-0.1019
BCH,BTC_PLUS_OWN,0.5,1.5,4,811,307,37.9,-125.44,-0.1547,0.809,12,-0.0975
BCH,BTC_PLUS_OWN,0.5,1.8,1,996,389,39.1,-113.45,-0.1139,0.813,22,-0.0839
BCH,BTC_PLUS_OWN,0.5,1.8,2,837,305,36.4,-116.16,-0.1388,0.818,12,-0.0875
BCH,BTC_PLUS_OWN,0.5,1.8,3,798,276,34.6,-134.2,-0.1682,0.801,16,-0.0996
BCH,BTC_PLUS_OWN,0.5,1.8,4,783,272,34.7,-112.97,-0.1443,0.83,16,-0.0842
BCH,BTC_PLUS_OWN,0.5,2.0,1,996,389,39.1,-98.94,-0.0993,0.837,22,-0.0712
BCH,BTC_PLUS_OWN,0.5,2.0,2,829,290,35.0,-136.83,-0.165,0.79,12,-0.1015
BCH,BTC_PLUS_OWN,0.5,2.0,3,788,261,33.1,-133.95,-0.17,0.803,16,-0.0976
BCH,BTC_PLUS_OWN,0.5,2.0,4,769,254,33.0,-118.1,-0.1536,0.824,16,-0.0866
BCH,BTC_PLUS_OWN,0.5,2.5,1,996,386,38.8,-73.01,-0.0733,0.879,22,-0.0495
BCH,BTC_PLUS_OWN,0.5,2.5,2,822,287,34.9,-83.94,-0.1021,0.869,12,-0.0577
BCH,BTC_PLUS_OWN,0.5,2.5,3,771,244,31.6,-91.94,-0.1193,0.864,16,-0.0624
BCH,BTC_PLUS_OWN,0.5,2.5,4,751,232,30.9,-71.4,-0.0951,0.894,17,-0.048
BCH,BTC_PLUS_OWN,0.6,1.0,1,1024,442,43.2,-124.32,-0.1214,0.803,14,-0.0926
BCH,BTC_PLUS_OWN,0.6,1.0,2,886,399,45.0,-116.84,-0.1319,0.823,12,-0.0879
BCH,BTC_PLUS_OWN,0.6,1.0,3,866,397,45.8,-160.0,-0.1848,0.774,12,-0.1179
BCH,BTC_PLUS_OWN,0.6,1.0,4,848,396,46.7,-143.17,-0.1688,0.797,12,-0.1056
BCH,BTC_PLUS_OWN,0.6,1.2,1,1024,426,41.6,-112.05,-0.1094,0.825,14,-0.0797
BCH,BTC_PLUS_OWN,0.6,1.2,2,871,373,42.8,-109.56,-0.1258,0.837,12,-0.0794
BCH,BTC_PLUS_OWN,0.6,1.2,3,843,366,43.4,-125.21,-0.1485,0.825,12,-0.0883
BCH,BTC_PLUS_OWN,0.6,1.2,4,821,361,44.0,-102.84,-0.1253,0.855,12,-0.0727
BCH,BTC_PLUS_OWN,0.6,1.5,1,1024,409,39.9,-134.96,-0.1318,0.792,22,-0.0931
BCH,BTC_PLUS_OWN,0.6,1.5,2,842,338,40.1,-115.35,-0.137,0.83,12,-0.0812
BCH,BTC_PLUS_OWN,0.6,1.5,3,804,313,38.9,-118.39,-0.1472,0.836,12,-0.0805
BCH,BTC_PLUS_OWN,0.6,1.5,4,780,314,40.3,-80.81,-0.1036,0.886,12,-0.055
BCH,BTC_PLUS_OWN,0.6,1.8,1,1024,407,39.7,-106.04,-0.1036,0.837,22,-0.0693
BCH,BTC_PLUS_OWN,0.6,1.8,2,829,323,39.0,-103.39,-0.1247,0.848,12,-0.07
BCH,BTC_PLUS_OWN,0.6,1.8,3,783,287,36.7,-113.77,-0.1453,0.844,12,-0.0747
BCH,BTC_PLUS_OWN,0.6,1.8,4,758,284,37.5,-82.88,-0.1093,0.885,15,-0.0544
BCH,BTC_PLUS_OWN,0.6,2.0,1,1024,406,39.6,-93.57,-0.0914,0.856,22,-0.0596
BCH,BTC_PLUS_OWN,0.6,2.0,2,827,320,38.7,-82.73,-0.1,0.878,12,-0.0541
BCH,BTC_PLUS_OWN,0.6,2.0,3,776,277,35.7,-100.46,-0.1295,0.862,12,-0.0642
BCH,BTC_PLUS_OWN,0.6,2.0,4,748,270,36.1,-86.16,-0.1152,0.881,15,-0.0553
BCH,BTC_PLUS_OWN,0.6,2.5,1,1024,404,39.5,-76.31,-0.0745,0.883,22,-0.0465
BCH,BTC_PLUS_OWN,0.6,2.5,2,819,312,38.1,-58.78,-0.0718,0.914,12,-0.0361
BCH,BTC_PLUS_OWN,0.6,2.5,3,762,263,34.5,-70.1,-0.092,0.904,12,-0.0419
BCH,BTC_PLUS_OWN,0.6,2.5,4,725,246,33.9,-60.11,-0.0829,0.917,15,-0.0363
BCH,BTC_PLUS_OWN,0.7,1.0,1,1067,473,44.3,-91.17,-0.0854,0.862,14,-0.0604
BCH,BTC_PLUS_OWN,0.7,1.0,2,882,405,45.9,-100.6,-0.1141,0.856,11,-0.0688
BCH,BTC_PLUS_OWN,0.7,1.0,3,847,406,47.9,-109.79,-0.1296,0.852,11,-0.073
BCH,BTC_PLUS_OWN,0.7,1.0,4,821,399,48.6,-77.17,-0.094,0.894,11,-0.0517
BCH,BTC_PLUS_OWN,0.7,1.2,1,1067,459,43.0,-94.26,-0.0883,0.859,17,-0.0603
BCH,BTC_PLUS_OWN,0.7,1.2,2,862,375,43.5,-107.89,-0.1252,0.847,11,-0.0718
BCH,BTC_PLUS_OWN,0.7,1.2,3,817,359,43.9,-115.53,-0.1414,0.848,11,-0.0748
BCH,BTC_PLUS_OWN,0.7,1.2,4,787,355,45.1,-78.62,-0.0999,0.894,11,-0.0511
BCH,BTC_PLUS_OWN,0.7,1.5,1,1067,449,42.1,-86.73,-0.0813,0.872,17,-0.0528
BCH,BTC_PLUS_OWN,0.7,1.5,2,838,346,41.3,-104.0,-0.1241,0.853,11,-0.0669
BCH,BTC_PLUS_OWN,0.7,1.5,3,782,319,40.8,-117.94,-0.1508,0.845,11,-0.0746
BCH,BTC_PLUS_OWN,0.7,1.5,4,750,308,41.1,-97.8,-0.1304,0.87,14,-0.0622
BCH,BTC_PLUS_OWN,0.7,1.8,1,1067,447,41.9,-70.61,-0.0662,0.896,17,-0.0415
BCH,BTC_PLUS_OWN,0.7,1.8,2,831,342,41.2,-53.9,-0.0649,0.923,11,-0.0327
BCH,BTC_PLUS_OWN,0.7,1.8,3,770,304,39.5,-73.53,-0.0955,0.903,11,-0.0438
BCH,BTC_PLUS_OWN,0.7,1.8,4,736,285,38.7,-63.73,-0.0866,0.916,14,-0.0381
BCH,BTC_PLUS_OWN,0.7,2.0,1,1067,446,41.8,-60.27,-0.0565,0.911,17,-0.0346
BCH,BTC_PLUS_OWN,0.7,2.0,2,828,340,41.1,-48.11,-0.0581,0.931,11,-0.0287
BCH,BTC_PLUS_OWN,0.7,2.0,3,758,293,38.7,-78.52,-0.1036,0.896,11,-0.0462
BCH,BTC_PLUS_OWN,0.7,2.0,4,717,266,37.1,-49.35,-0.0688,0.934,14,-0.0288
BCH,BTC_PLUS_OWN,0.7,2.5,1,1067,443,41.5,-62.92,-0.059,0.908,17,-0.0353
BCH,BTC_PLUS_OWN,0.7,2.5,2,822,332,40.4,-47.86,-0.0582,0.932,11,-0.0275
BCH,BTC_PLUS_OWN,0.7,2.5,3,745,285,38.3,-94.03,-0.1262,0.875,11,-0.0543
BCH,BTC_PLUS_OWN,0.7,2.5,4,697,253,36.3,-54.52,-0.0782,0.927,15,-0.0313
BCH,BTC_PLUS_OWN,0.8,1.0,1,1092,482,44.1,-101.53,-0.093,0.855,14,-0.0625
BCH,BTC_PLUS_OWN,0.8,1.0,2,881,415,47.1,-64.17,-0.0728,0.91,8,-0.0405
BCH,BTC_PLUS_OWN,0.8,1.0,3,829,393,47.4,-94.48,-0.114,0.879,8,-0.058
BCH,BTC_PLUS_OWN,0.8,1.0,4,799,392,49.1,-58.48,-0.0732,0.925,9,-0.0359
BCH,BTC_PLUS_OWN,0.8,1.2,1,1092,469,42.9,-109.7,-0.1005,0.845,17,-0.0652
BCH,BTC_PLUS_OWN,0.8,1.2,2,860,382,44.4,-77.26,-0.0898,0.893,8,-0.0475
BCH,BTC_PLUS_OWN,0.8,1.2,3,796,352,44.2,-97.46,-0.1224,0.877,8,-0.0587
BCH,BTC_PLUS_OWN,0.8,1.2,4,760,348,45.8,-55.24,-0.0727,0.929,8,-0.0334
BCH,BTC_PLUS_OWN,0.8,1.5,1,1092,466,42.7,-81.94,-0.075,0.884,17,-0.0462
BCH,BTC_PLUS_OWN,0.8,1.5,2,842,367,43.6,-47.19,-0.056,0.934,8,-0.0277
BCH,BTC_PLUS_OWN,0.8,1.5,3,773,324,41.9,-84.97,-0.1099,0.893,8,-0.049
BCH,BTC_PLUS_OWN,0.8,1.5,4,738,312,42.3,-58.91,-0.0798,0.926,10,-0.0341
BCH,BTC_PLUS_OWN,0.8,1.8,1,1092,464,42.5,-66.97,-0.0613,0.906,17,-0.0364
BCH,BTC_PLUS_OWN,0.8,1.8,2,836,363,43.4,-18.71,-0.0224,0.974,8,-0.0106
BCH,BTC_PLUS_OWN,0.8,1.8,3,756,310,41.0,-65.19,-0.0862,0.917,8,-0.0364
BCH,BTC_PLUS_OWN,0.8,1.8,4,710,285,40.1,-39.37,-0.0555,0.95,10,-0.022
BCH,BTC_PLUS_OWN,0.8,2.0,1,1092,463,42.4,-67.06,-0.0614,0.906,17,-0.0361
BCH,BTC_PLUS_OWN,0.8,2.0,2,834,357,42.8,-38.38,-0.046,0.947,8,-0.0214
BCH,BTC_PLUS_OWN,0.8,2.0,3,749,307,41.0,-76.5,-0.1021,0.902,8,-0.0424
BCH,BTC_PLUS_OWN,0.8,2.0,4,697,276,39.6,-46.79,-0.0671,0.94,10,-0.026
BCH,BTC_PLUS_OWN,0.8,2.5,1,1092,462,42.3,-62.53,-0.0573,0.912,17,-0.033
BCH,BTC_PLUS_OWN,0.8,2.5,2,827,356,43.0,2.15,0.0026,1.003,8,0.0012
BCH,BTC_PLUS_OWN,0.8,2.5,3,737,300,40.7,-53.96,-0.0732,0.931,8,-0.0287
BCH,BTC_PLUS_OWN,0.8,2.5,4,681,274,40.2,30.76,0.0452,1.041,10,0.0163
BCH,BTC_PLUS_OWN,0.9,1.0,1,1117,488,43.7,-103.85,-0.093,0.855,17,-0.0606
BCH,BTC_PLUS_OWN,0.9,1.0,2,872,407,46.7,-58.56,-0.0672,0.919,8,-0.0353
BCH,BTC_PLUS_OWN,0.9,1.0,3,806,379,47.0,-86.09,-0.1068,0.893,8,-0.05
BCH,BTC_PLUS_OWN,0.9,1.0,4,774,380,49.1,-50.28,-0.065,0.937,8,-0.0292
BCH,BTC_PLUS_OWN,0.9,1.2,1,1117,485,43.4,-75.49,-0.0676,0.895,17,-0.0421
BCH,BTC_PLUS_OWN,0.9,1.2,2,855,385,45.0,-49.78,-0.0582,0.932,8,-0.0292
BCH,BTC_PLUS_OWN,0.9,1.2,3,783,351,44.8,-79.31,-0.1013,0.902,8,-0.045
BCH,BTC_PLUS_OWN,0.9,1.2,4,746,343,46.0,-64.97,-0.0871,0.92,9,-0.037
BCH,BTC_PLUS_OWN,0.9,1.5,1,1117,481,43.1,-55.27,-0.0495,0.923,17,-0.0294
BCH,BTC_PLUS_OWN,0.9,1.5,2,846,378,44.7,-16.81,-0.0199,0.977,8,-0.0094
BCH,BTC_PLUS_OWN,0.9,1.5,3,765,324,42.4,-84.94,-0.111,0.896,8,-0.0461
BCH,BTC_PLUS_OWN,0.9,1.5,4,719,304,42.3,-52.32,-0.0728,0.936,10,-0.0285
BCH,BTC_PLUS_OWN,0.9,1.8,1,1117,478,42.8,-53.73,-0.0481,0.926,17,-0.0279
BCH,BTC_PLUS_OWN,0.9,1.8,2,841,372,44.2,-2.52,-0.003,0.997,8,-0.0013
BCH,BTC_PLUS_OWN,0.9,1.8,3,752,319,42.4,-61.66,-0.082,0.923,8,-0.0326
BCH,BTC_PLUS_OWN,0.9,1.8,4,698,290,41.5,-48.81,-0.0699,0.939,10,-0.026
BCH,BTC_PLUS_OWN,0.9,2.0,1,1117,478,42.8,-48.02,-0.043,0.933,17,-0.0246
BCH,BTC_PLUS_OWN,0.9,2.0,2,838,368,43.9,-14.15,-0.0169,0.981,8,-0.0075
BCH,BTC_PLUS_OWN,0.9,2.0,3,745,311,41.7,-101.83,-0.1367,0.875,8,-0.0543
BCH,BTC_PLUS_OWN,0.9,2.0,4,688,283,41.1,-57.39,-0.0834,0.929,10,-0.0304
BCH,BTC_PLUS_OWN,0.9,2.5,1,1117,478,42.8,-61.53,-0.0551,0.915,17,-0.0317
BCH,BTC_PLUS_OWN,0.9,2.5,2,830,364,43.9,-6.34,-0.0076,0.991,8,-0.0034
BCH,BTC_PLUS_OWN,0.9,2.5,3,731,310,42.4,-58.36,-0.0798,0.926,8,-0.0298
BCH,BTC_PLUS_OWN,0.9,2.5,4,670,278,41.5,9.04,0.0135,1.012,10,0.0046
BCH,BTC_PLUS_OWN,1.0,1.0,1,1131,499,44.1,-78.38,-0.0693,0.891,18,-0.0436
BCH,BTC_PLUS_OWN,1.0,1.0,2,870,402,46.2,-60.37,-0.0694,0.92,8,-0.0346
BCH,BTC_PLUS_OWN,1.0,1.0,3,796,377,47.4,-66.84,-0.084,0.918,9,-0.0373
BCH,BTC_PLUS_OWN,1.0,1.0,4,756,361,47.8,-89.7,-0.1187,0.894,9,-0.05
BCH,BTC_PLUS_OWN,1.0,1.2,1,1131,494,43.7,-57.13,-0.0505,0.921,18,-0.0304
BCH,BTC_PLUS_OWN,1.0,1.2,2,857,392,45.7,-33.05,-0.0386,0.956,8,-0.0183
BCH,BTC_PLUS_OWN,1.0,1.2,3,779,351,45.1,-74.64,-0.0958,0.909,9,-0.0405
BCH,BTC_PLUS_OWN,1.0,1.2,4,738,335,45.4,-79.71,-0.108,0.906,10,-0.043
BCH,BTC_PLUS_OWN,1.0,1.5,1,1131,491,43.4,-42.66,-0.0377,0.941,18,-0.0219
BCH,BTC_PLUS_OWN,1.0,1.5,2,850,383,45.1,2.11,0.0025,1.003,8,0.0011
BCH,BTC_PLUS_OWN,1.0,1.5,3,763,336,44.0,-40.04,-0.0525,0.951,11,-0.0206
BCH,BTC_PLUS_OWN,1.0,1.5,4,710,307,43.2,-36.72,-0.0517,0.956,10,-0.019
BCH,BTC_PLUS_OWN,1.0,1.8,1,1131,489,43.2,-44.37,-0.0392,0.939,18,-0.0224
BCH,BTC_PLUS_OWN,1.0,1.8,2,844,377,44.7,-16.47,-0.0195,0.978,8,-0.0086
BCH,BTC_PLUS_OWN,1.0,1.8,3,748,323,43.2,-92.81,-0.1241,0.886,11,-0.0486
BCH,BTC_PLUS_OWN,1.0,1.8,4,686,290,42.3,-67.73,-0.0987,0.919,10,-0.0353
BCH,BTC_PLUS_OWN,1.0,2.0,1,1131,489,43.2,-47.24,-0.0418,0.935,18,-0.0238
BCH,BTC_PLUS_OWN,1.0,2.0,2,839,377,44.9,11.6,0.0138,1.016,8,0.006
BCH,BTC_PLUS_OWN,1.0,2.0,3,743,321,43.2,-58.18,-0.0783,0.929,11,-0.0294
BCH,BTC_PLUS_OWN,1.0,2.0,4,680,291,42.8,-5.13,-0.0075,0.994,10,-0.0026
BCH,BTC_PLUS_OWN,1.0,2.5,1,1131,488,43.1,-51.87,-0.0459,0.929,18,-0.0258
BCH,BTC_PLUS_OWN,1.0,2.5,2,835,373,44.7,-8.11,-0.0097,0.989,8,-0.0042
BCH,BTC_PLUS_OWN,1.0,2.5,3,734,321,43.7,-42.7,-0.0582,0.946,11,-0.0212
BCH,BTC_PLUS_OWN,1.0,2.5,4,661,278,42.1,-35.1,-0.0531,0.956,12,-0.0178
BCH,BTC_PLUS_OWN,1.2,1.0,1,1157,509,44.0,-57.22,-0.0495,0.923,13,-0.0294
BCH,BTC_PLUS_OWN,1.2,1.0,2,868,405,46.7,-40.45,-0.0466,0.947,9,-0.0215
BCH,BTC_PLUS_OWN,1.2,1.0,3,783,372,47.5,-34.48,-0.044,0.958,8,-0.0179
BCH,BTC_PLUS_OWN,1.2,1.0,4,733,344,46.9,-69.7,-0.0951,0.919,8,-0.0362
BCH,BTC_PLUS_OWN,1.2,1.2,1,1157,506,43.7,-47.84,-0.0413,0.936,13,-0.0239
BCH,BTC_PLUS_OWN,1.2,1.2,2,860,395,45.9,-14.93,-0.0174,0.98,9,-0.0077
BCH,BTC_PLUS_OWN,1.2,1.2,3,765,357,46.7,-12.91,-0.0169,0.984,8,-0.0065
BCH,BTC_PLUS_OWN,1.2,1.2,4,710,318,44.8,-64.06,-0.0902,0.926,10,-0.0323
BCH,BTC_PLUS_OWN,1.2,1.5,1,1157,504,43.6,-45.23,-0.0391,0.939,13,-0.0221
BCH,BTC_PLUS_OWN,1.2,1.5,2,853,389,45.6,-13.59,-0.0159,0.982,9,-0.0068
BCH,BTC_PLUS_OWN,1.2,1.5,3,752,342,45.5,-71.46,-0.095,0.914,8,-0.036
BCH,BTC_PLUS_OWN,1.2,1.5,4,687,302,44.0,-73.8,-0.1074,0.915,10,-0.0365
BCH,BTC_PLUS_OWN,1.2,1.8,1,1157,504,43.6,-58.18,-0.0503,0.922,13,-0.0285
BCH,BTC_PLUS_OWN,1.2,1.8,2,846,384,45.4,-8.63,-0.0102,0.988,9,-0.0044
BCH,BTC_PLUS_OWN,1.2,1.8,3,738,336,45.5,-46.91,-0.0636,0.942,8,-0.0233
BCH,BTC_PLUS_OWN,1.2,1.8,4,673,295,43.8,-18.71,-0.0278,0.978,10,-0.0091
BCH,BTC_PLUS_OWN,1.2,2.0,1,1157,503,43.5,-58.84,-0.0509,0.921,13,-0.0286
BCH,BTC_PLUS_OWN,1.2,2.0,2,844,384,45.5,-18.24,-0.0216,0.975,9,-0.0093
BCH,BTC_PLUS_OWN,1.2,2.0,3,735,336,45.7,-61.97,-0.0843,0.923,8,-0.0308
BCH,BTC_PLUS_OWN,1.2,2.0,4,663,289,43.6,-50.29,-0.0759,0.94,12,-0.0246
BCH,BTC_PLUS_OWN,1.2,2.5,1,1157,503,43.5,-59.57,-0.0515,0.92,13,-0.0286
BCH,BTC_PLUS_OWN,1.2,2.5,2,843,384,45.6,-14.19,-0.0168,0.981,9,-0.0071
BCH,BTC_PLUS_OWN,1.2,2.5,3,729,336,46.1,-12.64,-0.0173,0.984,8,-0.0061
BCH,BTC_PLUS_OWN,1.2,2.5,4,652,282,43.3,-55.73,-0.0855,0.932,12,-0.0274
BCH,COMBINED,0.5,1.0,1,996,429,43.1,-143.54,-0.1441,0.754,14,-0.1223
BCH,COMBINED,0.5,1.0,2,890,399,44.8,-123.72,-0.139,0.793,12,-0.1062
BCH,COMBINED,0.5,1.0,3,875,399,45.6,-133.78,-0.1529,0.783,12,-0.1137
BCH,COMBINED,0.5,1.0,4,865,399,46.1,-124.25,-0.1436,0.797,12,-0.106
BCH,COMBINED,0.5,1.2,1,996,414,41.6,-116.96,-0.1174,0.803,14,-0.0942
BCH,COMBINED,0.5,1.2,2,876,362,41.3,-120.99,-0.1381,0.805,12,-0.0986
BCH,COMBINED,0.5,1.2,3,855,358,41.9,-147.33,-0.1723,0.773,12,-0.1192
BCH,COMBINED,0.5,1.2,4,842,353,41.9,-139.41,-0.1656,0.784,12,-0.1137
BCH,COMBINED,0.5,1.5,1,996,399,40.1,-107.7,-0.1081,0.821,14,-0.0827
BCH,COMBINED,0.5,1.5,2,858,334,38.9,-105.9,-0.1234,0.832,12,-0.0821
BCH,COMBINED,0.5,1.5,3,827,317,38.3,-132.39,-0.1601,0.801,12,-0.1019
BCH,COMBINED,0.5,1.5,4,811,307,37.9,-125.44,-0.1547,0.809,12,-0.0975
BCH,COMBINED,0.5,1.8,1,996,389,39.1,-113.45,-0.1139,0.813,22,-0.0839
BCH,COMBINED,0.5,1.8,2,837,305,36.4,-116.16,-0.1388,0.818,12,-0.0875
BCH,COMBINED,0.5,1.8,3,798,276,34.6,-134.2,-0.1682,0.801,16,-0.0996
BCH,COMBINED,0.5,1.8,4,783,272,34.7,-112.97,-0.1443,0.83,16,-0.0842
BCH,COMBINED,0.5,2.0,1,996,389,39.1,-98.94,-0.0993,0.837,22,-0.0712
BCH,COMBINED,0.5,2.0,2,829,290,35.0,-136.83,-0.165,0.79,12,-0.1015
BCH,COMBINED,0.5,2.0,3,788,261,33.1,-133.95,-0.17,0.803,16,-0.0976
BCH,COMBINED,0.5,2.0,4,769,254,33.0,-118.1,-0.1536,0.824,16,-0.0866
BCH,COMBINED,0.5,2.5,1,996,386,38.8,-73.01,-0.0733,0.879,22,-0.0495
BCH,COMBINED,0.5,2.5,2,822,287,34.9,-83.94,-0.1021,0.869,12,-0.0577
BCH,COMBINED,0.5,2.5,3,771,244,31.6,-91.94,-0.1193,0.864,16,-0.0624
BCH,COMBINED,0.5,2.5,4,751,232,30.9,-71.4,-0.0951,0.894,17,-0.048
BCH,COMBINED,0.6,1.0,1,1024,442,43.2,-124.32,-0.1214,0.803,14,-0.0926
BCH,COMBINED,0.6,1.0,2,886,399,45.0,-116.84,-0.1319,0.823,12,-0.0879
BCH,COMBINED,0.6,1.0,3,866,397,45.8,-160.0,-0.1848,0.774,12,-0.1179
BCH,COMBINED,0.6,1.0,4,848,396,46.7,-143.17,-0.1688,0.797,12,-0.1056
BCH,COMBINED,0.6,1.2,1,1024,426,41.6,-112.05,-0.1094,0.825,14,-0.0797
BCH,COMBINED,0.6,1.2,2,871,373,42.8,-109.56,-0.1258,0.837,12,-0.0794
BCH,COMBINED,0.6,1.2,3,843,366,43.4,-125.21,-0.1485,0.825,12,-0.0883
BCH,COMBINED,0.6,1.2,4,821,361,44.0,-102.84,-0.1253,0.855,12,-0.0727
BCH,COMBINED,0.6,1.5,1,1024,409,39.9,-134.96,-0.1318,0.792,22,-0.0931
BCH,COMBINED,0.6,1.5,2,842,338,40.1,-115.35,-0.137,0.83,12,-0.0812
BCH,COMBINED,0.6,1.5,3,804,313,38.9,-118.39,-0.1472,0.836,12,-0.0805
BCH,COMBINED,0.6,1.5,4,780,314,40.3,-80.81,-0.1036,0.886,12,-0.055
BCH,COMBINED,0.6,1.8,1,1024,407,39.7,-106.04,-0.1036,0.837,22,-0.0693
BCH,COMBINED,0.6,1.8,2,829,323,39.0,-103.39,-0.1247,0.848,12,-0.07
BCH,COMBINED,0.6,1.8,3,783,287,36.7,-113.77,-0.1453,0.844,12,-0.0747
BCH,COMBINED,0.6,1.8,4,758,284,37.5,-82.88,-0.1093,0.885,15,-0.0544
BCH,COMBINED,0.6,2.0,1,1024,406,39.6,-93.57,-0.0914,0.856,22,-0.0596
BCH,COMBINED,0.6,2.0,2,827,320,38.7,-82.73,-0.1,0.878,12,-0.0541
BCH,COMBINED,0.6,2.0,3,776,277,35.7,-100.46,-0.1295,0.862,12,-0.0642
BCH,COMBINED,0.6,2.0,4,748,270,36.1,-86.16,-0.1152,0.881,15,-0.0553
BCH,COMBINED,0.6,2.5,1,1024,404,39.5,-76.31,-0.0745,0.883,22,-0.0465
BCH,COMBINED,0.6,2.5,2,819,312,38.1,-58.78,-0.0718,0.914,12,-0.0361
BCH,COMBINED,0.6,2.5,3,762,263,34.5,-70.1,-0.092,0.904,12,-0.0419
BCH,COMBINED,0.6,2.5,4,725,246,33.9,-60.11,-0.0829,0.917,15,-0.0363
BCH,COMBINED,0.7,1.0,1,1067,473,44.3,-91.17,-0.0854,0.862,14,-0.0604
BCH,COMBINED,0.7,1.0,2,882,405,45.9,-100.6,-0.1141,0.856,11,-0.0688
BCH,COMBINED,0.7,1.0,3,847,406,47.9,-109.79,-0.1296,0.852,11,-0.073
BCH,COMBINED,0.7,1.0,4,821,399,48.6,-77.17,-0.094,0.894,11,-0.0517
BCH,COMBINED,0.7,1.2,1,1067,459,43.0,-94.26,-0.0883,0.859,17,-0.0603
BCH,COMBINED,0.7,1.2,2,862,375,43.5,-107.89,-0.1252,0.847,11,-0.0718
BCH,COMBINED,0.7,1.2,3,817,359,43.9,-115.53,-0.1414,0.848,11,-0.0748
BCH,COMBINED,0.7,1.2,4,787,355,45.1,-78.62,-0.0999,0.894,11,-0.0511
BCH,COMBINED,0.7,1.5,1,1067,449,42.1,-86.73,-0.0813,0.872,17,-0.0528
BCH,COMBINED,0.7,1.5,2,838,346,41.3,-104.0,-0.1241,0.853,11,-0.0669
BCH,COMBINED,0.7,1.5,3,782,319,40.8,-117.94,-0.1508,0.845,11,-0.0746
BCH,COMBINED,0.7,1.5,4,750,308,41.1,-97.8,-0.1304,0.87,14,-0.0622
